0,0,0,0,0,0
0.904,0.88,0.94,0.94,0.94,0.94
0.868,0.876,0.932,0.948,0.948,0.948
0.916,0.928,0.94,0.972,0.976,0.976
0.884,0.916,0.916,0.928,0.964,0.964
0.824,0.928,0.952,0.96,0.948,0.952
0.852,0.912,0.924,0.944,0.972,0.976
0.888,0.916,0.908,0.936,0.956,0.944
0.916,0.936,0.944,0.956,0.952,0.964
0.864,0.88,0.948,0.948,0.968,0.968
0.912,0.912,0.948,0.944,0.956,0.968
0.924,0.92,0.944,0.944,0.968,0.984
0.876,0.876,0.928,0.956,0.944,0.928
0.816,0.864,0.908,0.908,0.948,0.964
0.952,0.948,0.948,0.936,0.984,0.976
0.872,0.904,0.932,0.944,0.94,0.96
0.856,0.904,0.92,0.924,0.956,0.956
0.896,0.92,0.94,0.936,0.956,0.972
0.904,0.916,0.948,0.956,0.96,0.964
0.88,0.904,0.932,0.964,0.948,0.972
0.76,0.936,0.972,0.968,0.976,0.976
0.904,0.944,0.964,0.988,0.956,0.96
0.86,0.94,0.968,0.956,0.96,0.984
0.928,0.96,0.952,0.968,0.984,0.988
0.888,0.884,0.956,0.944,0.956,0.972
0.832,0.852,0.924,0.96,0.956,0.952
0.948,0.956,0.948,0.948,0.96,0.976
0.904,0.908,0.928,0.936,0.956,0.952
0.896,0.932,0.928,0.952,0.968,0.956
0.904,0.944,0.964,0.96,0.956,0.98
0.856,0.912,0.952,0.956,0.968,0.964
0.88,0.896,0.896,0.968,0.96,0.968
0.72,0.86,0.912,0.94,0.936,0.96
0.868,0.884,0.94,0.932,0.964,0.968
0.888,0.868,0.92,0.92,0.928,0.944
0.86,0.892,0.912,0.94,0.952,0.96
0.892,0.944,0.936,0.952,0.988,0.972
0.772,0.844,0.924,0.944,0.96,0.96
0.924,0.924,0.952,0.96,0.972,0.972
0.888,0.948,0.952,0.972,0.956,0.976
0.944,0.94,0.908,0.94,0.948,0.96
0.856,0.908,0.932,0.916,0.964,0.98
0.856,0.932,0.924,0.936,0.952,0.972
0.892,0.94,0.932,0.94,0.952,0.956
0.796,0.868,0.928,0.948,0.956,0.964
0.884,0.932,0.948,0.948,0.972,0.968
0.92,0.964,0.936,0.928,0.952,0.956
0.872,0.916,0.92,0.948,0.96,0.968
0.856,0.916,0.94,0.96,0.968,0.964
0.84,0.924,0.944,0.956,0.944,0.98
0.868,0.896,0.908,0.948,0.96,0.956
0.868,0.896,0.952,0.924,0.92,0.916
0.772,0.892,0.94,0.936,0.932,0.92
0.892,0.892,0.928,0.952,0.96,0.936
0.912,0.888,0.964,0.94,0.972,0.96
0.832,0.864,0.936,0.956,0.94,0.944
0.828,0.888,0.916,0.936,0.924,0.952
0.912,0.944,0.952,0.944,0.952,0.952
0.832,0.896,0.952,0.94,0.94,0.972
0.88,0.952,0.96,0.96,0.96,0.964
0.904,0.912,0.92,0.936,0.956,0.96
0.888,0.884,0.904,0.948,0.968,0.96
0.916,0.916,0.956,0.944,0.956,0.98
0.888,0.876,0.908,0.924,0.932,0.932
0.916,0.92,0.892,0.912,0.924,0.916
0.904,0.892,0.908,0.916,0.936,0.94
0.82,0.888,0.936,0.94,0.932,0.964
0.896,0.884,0.964,0.972,0.944,0.952
0.816,0.872,0.936,0.936,0.944,0.948
0.856,0.856,0.916,0.92,0.944,0.976
0.912,0.892,0.924,0.912,0.96,0.968
0.92,0.952,0.924,0.948,0.944,0.956
0.756,0.856,0.924,0.94,0.964,0.972
0.888,0.912,0.916,0.892,0.936,0.964
0.852,0.912,0.956,0.952,0.944,0.98
0.852,0.868,0.904,0.94,0.94,0.952
0.896,0.932,0.96,0.972,0.972,0.972
0.928,0.944,0.944,0.98,0.968,0.968
0.816,0.908,0.94,0.936,0.952,0.952
0.836,0.852,0.944,0.94,0.96,0.968
0.88,0.884,0.9,0.944,0.956,0.948
0.756,0.892,0.92,0.948,0.976,0.964
0.908,0.884,0.96,0.968,0.968,0.952
0.868,0.864,0.908,0.9,0.948,0.952
0.912,0.904,0.932,0.968,0.952,0.952
0.796,0.876,0.952,0.94,0.964,0.98
0.908,0.912,0.936,0.96,0.956,0.98
0.808,0.872,0.944,0.956,0.964,0.972
0.912,0.94,0.928,0.96,0.976,0.964
0.868,0.876,0.956,0.944,0.956,0.948
0.84,0.88,0.932,0.94,0.936,0.936
0.924,0.936,0.956,0.96,0.96,0.956
0.888,0.896,0.924,0.928,0.96,0.956
0.856,0.884,0.908,0.94,0.96,0.96
0.88,0.888,0.94,0.936,0.956,0.952
0.88,0.904,0.948,0.94,0.96,0.972
0.864,0.864,0.952,0.944,0.968,0.98
0.884,0.908,0.92,0.932,0.956,0.98
0.88,0.888,0.896,0.956,0.936,0.948
0.876,0.916,0.932,0.936,0.944,0.956
0.86,0.864,0.932,0.944,0.944,0.964
0.844,0.868,0.944,0.924,0.892,0.856
0.932,0.928,0.956,0.948,0.928,0.9
0.888,0.94,0.976,0.964,0.952,0.912
0.848,0.928,0.908,0.948,0.94,0.916
0.9,0.92,0.956,0.948,0.952,0.932
0.908,0.936,0.944,0.968,0.956,0.956
0.868,0.936,0.936,0.956,0.976,0.98
0.864,0.92,0.932,0.956,0.964,0.964
0.896,0.924,0.936,0.948,0.972,0.98
0.932,0.928,0.944,0.952,0.972,0.948
0.916,0.98,0.94,0.98,0.98,0.98
0.916,0.936,0.928,0.964,0.972,0.976
0.948,0.976,0.948,0.976,0.976,0.984
0.88,0.948,0.964,0.944,0.976,0.972
0.848,0.844,0.896,0.94,0.976,0.96
0.896,0.928,0.936,0.94,0.94,0.956
0.888,0.928,0.948,0.952,0.956,0.952
0.92,0.956,0.956,0.952,0.952,0.96
0.888,0.944,0.964,0.972,0.96,0.968
0.94,0.944,0.968,0.964,0.972,0.976
0.936,0.96,0.984,0.972,0.98,0.972
0.876,0.916,0.96,0.972,0.972,0.972
0.82,0.864,0.928,0.92,0.944,0.94
0.9,0.92,0.944,0.928,0.932,0.944
0.928,0.94,0.94,0.948,0.948,0.964
0.908,0.948,0.976,0.964,0.964,0.968
0.828,0.924,0.952,0.976,0.96,0.964
0.876,0.8,0.932,0.952,0.972,0.976
0.868,0.892,0.94,0.94,0.976,0.968
0.884,0.932,0.948,0.94,0.948,0.948
0.892,0.944,0.972,0.972,0.972,0.968
0.892,0.86,0.916,0.924,0.956,0.972
0.888,0.924,0.96,0.972,0.96,0.988
0.888,0.916,0.96,0.96,0.976,0.956
0.928,0.904,0.904,0.932,0.96,0.964
0.856,0.928,0.968,0.952,0.956,0.968
0.94,0.948,0.932,0.94,0.96,0.964
0.932,0.952,0.972,0.972,0.964,0.952
0.9,0.944,0.96,0.952,0.976,0.952
0.848,0.94,0.956,0.976,0.984,0.976
0.844,0.924,0.928,0.94,0.952,0.972
0.84,0.936,0.944,0.956,0.956,0.968
0.876,0.936,0.94,0.948,0.968,0.972
0.92,0.928,0.94,0.956,0.952,0.948
0.916,0.924,0.952,0.944,0.948,0.984
0.928,0.936,0.94,0.952,0.956,0.964
0.916,0.952,0.96,0.964,0.972,0.976
0.924,0.916,0.936,0.972,0.964,0.984
0.908,0.956,0.984,0.98,0.988,0.988
0.932,0.94,0.932,0.956,0.98,0.984
0.88,0.908,0.944,0.908,0.896,0.876
0.888,0.88,0.924,0.92,0.888,0.84
0.828,0.864,0.916,0.932,0.916,0.876
0.876,0.92,0.916,0.936,0.948,0.872
0.82,0.912,0.956,0.98,0.976,0.924
0.856,0.896,0.912,0.936,0.952,0.928
0.912,0.884,0.932,0.94,0.944,0.952
0.852,0.9,0.932,0.944,0.956,0.96
0.872,0.912,0.94,0.936,0.968,0.98
0.936,0.916,0.928,0.96,0.976,0.972
0.84,0.904,0.92,0.932,0.944,0.956
0.784,0.88,0.884,0.904,0.936,0.952
0.78,0.832,0.904,0.912,0.92,0.928
0.884,0.92,0.928,0.92,0.944,0.96
0.92,0.924,0.956,0.952,0.964,0.984
0.888,0.904,0.94,0.952,0.964,0.964
0.828,0.896,0.92,0.94,0.944,0.964
0.872,0.852,0.888,0.924,0.96,0.952
0.896,0.932,0.972,0.972,0.976,0.964
0.868,0.912,0.956,0.96,0.968,0.976
0.896,0.912,0.936,0.936,0.94,0.952
0.836,0.86,0.904,0.924,0.92,0.964
0.9,0.888,0.92,0.94,0.956,0.96
0.82,0.864,0.928,0.956,0.924,0.932
0.84,0.884,0.936,0.944,0.972,0.964
0.904,0.924,0.936,0.944,0.952,0.964
0.852,0.9,0.956,0.96,0.968,0.948
0.82,0.94,0.94,0.96,0.948,0.972
0.768,0.876,0.892,0.908,0.912,0.952
0.892,0.956,0.928,0.96,0.964,0.964
0.86,0.9,0.932,0.94,0.96,0.952
0.812,0.888,0.948,0.932,0.96,0.968
0.872,0.924,0.932,0.92,0.928,0.948
0.872,0.892,0.912,0.932,0.952,0.952
0.852,0.892,0.94,0.94,0.972,0.968
0.8,0.896,0.952,0.96,0.972,0.976
0.892,0.896,0.912,0.948,0.956,0.936
0.904,0.9,0.944,0.944,0.96,0.968
0.884,0.936,0.936,0.956,0.972,0.956
0.852,0.86,0.96,0.952,0.96,0.968
0.836,0.884,0.916,0.956,0.928,0.936
0.916,0.908,0.928,0.928,0.936,0.972
0.808,0.856,0.92,0.928,0.956,0.956
0.864,0.9,0.9,0.944,0.932,0.964
0.844,0.88,0.888,0.936,0.964,0.992
0.856,0.836,0.92,0.92,0.96,0.968
0.868,0.94,0.932,0.94,0.956,0.976
0.844,0.892,0.92,0.936,0.944,0.952
0.832,0.896,0.916,0.92,0.94,0.964
0.832,0.888,0.932,0.92,0.94,0.956
0.87408,0.90754,0.93574,0.9457,0.955,0.95866
