0,0,0,0,0
0.812,0.892,0.904,0.928,0.952
0.884,0.94,0.952,0.964,0.968
0.884,0.944,0.956,0.96,0.956
0.952,0.952,0.964,0.94,0.968
0.94,0.948,0.98,0.96,0.968
0.948,0.972,0.996,0.984,0.992
0.948,0.964,0.956,0.984,0.98
0.976,0.968,0.98,0.976,0.984
0.976,0.972,0.98,0.992,0.992
0.988,0.98,0.992,0.996,0.988
0.98,0.992,0.996,1.0,0.996
0.94,0.952,0.968,0.964,0.972
0.94,0.956,0.952,0.968,0.964
0.98,0.98,0.98,0.992,0.984
0.976,0.964,0.976,0.972,0.976
0.98,0.972,0.98,0.98,0.976
0.98,0.98,0.972,0.98,0.98
0.98,0.988,0.976,0.988,0.988
0.968,0.972,0.992,0.976,0.984
0.984,0.996,0.988,0.996,0.996
0.968,0.988,0.996,0.996,0.996
0.98,0.976,0.98,0.992,0.988
0.988,0.968,0.988,0.996,0.988
0.984,0.98,0.992,0.988,1.0
0.976,0.984,0.972,0.988,0.992
0.988,0.98,0.996,0.988,0.996
0.984,0.98,0.98,0.98,0.98
0.976,0.976,0.984,0.984,0.972
0.984,0.976,0.992,0.988,0.98
0.968,0.992,0.996,0.984,0.988
0.96,0.98,0.984,0.98,0.992
0.972,0.984,0.988,0.984,0.988
0.984,0.996,0.98,0.988,0.992
0.964,0.976,0.984,0.992,1.0
0.988,0.988,0.988,0.992,0.992
0.98,0.98,1.0,1.0,0.996
0.976,0.98,0.992,1.0,0.996
0.98,0.988,0.988,0.988,0.992
0.988,0.984,0.996,0.996,0.996
0.984,0.996,0.992,1.0,1.0
0.984,0.98,0.984,0.98,0.988
0.984,0.992,0.992,0.992,0.996
1.0,0.992,1.0,1.0,0.996
0.988,0.992,0.992,0.992,0.992
0.98,0.992,0.984,0.984,0.988
0.956,0.98,0.976,0.984,0.984
0.988,0.988,0.992,0.996,0.992
0.972,0.992,0.984,0.984,0.988
0.976,0.984,0.988,0.992,1.0
0.984,0.996,0.996,1.0,1.0
0.932,0.924,0.94,0.932,0.928
0.932,0.936,0.932,0.924,0.932
0.916,0.94,0.932,0.932,0.932
0.948,0.944,0.948,0.944,0.944
0.904,0.908,0.92,0.92,0.92
0.944,0.928,0.936,0.936,0.928
0.908,0.916,0.928,0.912,0.92
0.936,0.928,0.94,0.924,0.928
0.924,0.932,0.936,0.92,0.92
0.94,0.96,0.956,0.952,0.948
0.924,0.928,0.92,0.912,0.916
0.948,0.964,0.964,0.964,0.964
0.94,0.928,0.948,0.924,0.928
0.92,0.932,0.94,0.92,0.912
0.932,0.924,0.932,0.928,0.92
0.932,0.952,0.964,0.952,0.936
0.908,0.932,0.948,0.94,0.936
0.94,0.936,0.944,0.932,0.948
0.948,0.972,0.96,0.956,0.964
0.952,0.952,0.96,0.948,0.96
0.96,0.956,0.952,0.964,0.96
0.956,0.956,0.972,0.972,0.96
0.96,0.94,0.964,0.96,0.952
0.964,0.972,0.976,0.964,0.976
0.952,0.944,0.984,0.952,0.952
0.964,0.972,0.98,0.976,0.976
0.964,0.96,0.984,0.968,0.968
0.912,0.96,0.952,0.952,0.964
0.972,0.964,0.956,0.964,0.968
0.94,0.968,0.972,0.964,0.964
0.936,0.968,0.96,0.96,0.968
0.96,0.952,0.956,0.96,0.972
0.968,0.98,0.972,0.972,0.976
0.956,0.944,0.96,0.968,0.952
0.96,0.952,0.964,0.968,0.96
0.976,0.956,0.98,0.98,0.976
0.96,0.984,0.976,0.98,0.976
0.976,0.972,0.984,0.988,0.988
0.964,0.98,0.968,0.988,0.98
0.964,0.972,0.956,0.972,0.972
0.964,0.98,0.984,0.976,0.98
0.964,0.964,0.952,0.976,0.956
0.952,0.976,0.968,0.98,0.992
0.952,0.968,0.984,0.98,0.98
0.948,0.972,0.988,0.968,0.972
0.964,0.968,0.976,0.972,0.988
0.976,0.98,0.976,0.976,0.972
0.964,0.964,0.972,0.98,0.98
0.988,0.98,0.984,0.988,0.992
0.968,0.976,0.964,0.98,0.98
0.876,0.864,0.868,0.868,0.872
0.868,0.856,0.86,0.86,0.856
0.884,0.884,0.888,0.88,0.892
0.86,0.856,0.872,0.872,0.88
0.868,0.872,0.872,0.868,0.872
0.876,0.9,0.888,0.916,0.908
0.88,0.872,0.868,0.884,0.892
