0,0,0,0
0.912,0.892,0.912,0.912
0.964,0.952,0.936,0.968
0.956,0.956,0.944,0.96
0.976,0.972,0.948,0.96
0.976,0.956,0.96,0.96
0.984,0.988,0.964,0.988
0.984,0.972,0.98,0.972
0.984,0.98,0.98,0.992
0.988,0.988,0.972,0.996
0.992,0.988,0.988,1.0
0.988,1.0,0.992,0.988
0.96,0.96,0.96,0.96
0.968,0.956,0.952,0.96
0.988,0.976,0.98,0.98
0.984,0.98,0.968,0.988
0.98,0.976,0.98,0.984
0.996,0.972,0.984,0.976
0.996,0.988,0.976,0.988
0.972,0.98,0.976,0.984
0.992,0.996,0.988,0.992
0.996,0.996,0.992,0.996
0.992,0.98,0.98,0.992
0.988,0.984,0.996,0.992
0.996,0.988,0.992,0.988
0.992,0.988,0.988,0.988
1.0,0.992,0.988,0.992
0.984,0.988,0.98,0.984
0.984,0.98,0.976,0.976
0.984,0.988,0.988,0.976
0.996,0.988,0.988,0.996
0.988,0.988,0.984,0.984
0.984,0.992,0.984,0.992
0.988,0.996,0.988,0.988
0.988,0.988,0.98,0.996
0.988,0.988,0.984,0.992
0.996,0.996,0.996,0.996
0.996,1.0,0.992,1.0
0.996,0.988,0.98,0.984
0.996,0.996,1.0,1.0
0.996,0.996,0.992,0.992
0.98,0.988,0.98,0.996
0.996,0.992,0.988,0.992
0.996,1.0,0.996,0.996
0.992,0.992,0.988,0.988
0.992,0.988,0.984,0.988
0.988,0.984,0.98,0.98
0.992,0.992,0.992,0.996
0.988,0.992,0.98,0.988
0.98,0.988,0.996,0.976
0.988,0.992,0.996,1.0
0.932,0.928,0.936,0.932
0.932,0.932,0.928,0.932
0.936,0.936,0.94,0.94
0.952,0.944,0.948,0.948
0.932,0.912,0.924,0.916
0.924,0.924,0.928,0.936
0.916,0.916,0.92,0.92
0.932,0.924,0.928,0.92
0.924,0.928,0.928,0.92
0.948,0.948,0.964,0.96
0.9,0.916,0.936,0.908
0.964,0.964,0.964,0.952
0.916,0.92,0.936,0.924
0.92,0.92,0.94,0.924
0.928,0.928,0.924,0.924
0.944,0.944,0.952,0.928
0.944,0.944,0.94,0.94
0.952,0.944,0.948,0.952
0.952,0.952,0.96,0.952
0.964,0.96,0.948,0.956
0.96,0.968,0.968,0.952
0.96,0.956,0.968,0.968
0.956,0.948,0.96,0.956
0.964,0.968,0.968,0.968
0.952,0.936,0.956,0.952
0.98,0.988,0.98,0.98
0.96,0.96,0.96,0.96
0.968,0.94,0.96,0.956
0.968,0.964,0.968,0.96
0.952,0.952,0.956,0.972
0.968,0.964,0.964,0.968
0.964,0.96,0.956,0.94
0.964,0.976,0.968,0.968
0.936,0.94,0.948,0.944
0.964,0.952,0.964,0.948
0.98,0.968,0.968,0.968
0.984,0.976,0.988,0.984
0.984,0.984,0.984,0.988
0.976,0.976,0.98,0.96
0.956,0.976,0.972,0.964
0.972,0.976,0.972,0.976
0.964,0.96,0.972,0.956
0.992,0.976,0.984,0.976
0.972,0.96,0.98,0.98
0.98,0.96,0.976,0.956
0.98,0.968,0.98,0.972
0.98,0.968,0.972,0.972
0.976,0.98,0.98,0.984
0.988,0.98,0.988,0.976
0.976,0.956,0.976,0.964
0.872,0.872,0.876,0.872
0.84,0.864,0.856,0.852
0.884,0.9,0.892,0.896
0.884,0.868,0.888,0.864
0.876,0.864,0.88,0.876
0.924,0.896,0.912,0.9
0.88,0.884,0.908,0.88
0.92,0.912,0.932,0.896
0.904,0.892,0.916,0.888
0.916,0.888,0.944,0.884
0.904,0.892,0.948,0.88
0.944,0.888,0.932,0.888
0.96,0.888,0.944,0.884
0.956,0.872,0.956,0.892
0.952,0.872,0.96,0.864
0.96,0.892,0.956,0.884
0.984,0.904,0.972,0.896
0.968,0.928,0.964,0.924
0.984,0.944,0.972,0.924
0.976,0.924,0.972,0.94
0.988,0.944,0.984,0.936
0.984,0.932,0.98,0.944
0.976,0.956,0.98,0.956
0.98,0.936,0.976,0.908
0.968,0.916,0.972,0.924
0.988,0.96,0.988,0.944
0.992,0.94,0.996,0.948
0.992,0.948,0.988,0.944
0.984,0.948,0.984,0.936
0.98,0.936,0.98,0.952
0.976,0.956,0.984,0.948
0.984,0.936,0.976,0.94
0.996,0.96,0.992,0.948
1.0,0.944,1.0,0.968
0.996,0.964,0.992,0.972
0.996,0.96,0.984,0.968
0.98,0.96,0.976,0.956
0.968,0.984,0.972,0.984
0.988,0.972,0.984,0.96
0.996,0.976,0.988,0.964
0.984,0.96,0.988,0.968
0.98,0.968,0.976,0.956
0.984,0.956,0.984,0.96
0.98,0.956,0.98,0.956
0.996,0.972,0.992,0.98
0.988,0.968,0.988,0.96
1.0,0.964,0.996,0.98
0.996,0.972,0.988,0.968
1.0,0.976,0.996,0.988
0.992,0.988,0.992,0.988
0.864,0.892,0.868,0.884
0.84,0.86,0.832,0.848
0.784,0.816,0.792,0.832
0.868,0.832,0.872,0.848
0.92,0.864,0.928,0.86
0.92,0.828,0.916,0.832
0.936,0.848,0.912,0.836
0.948,0.832,0.96,0.872
0.96,0.884,0.976,0.884
0.956,0.86,0.96,0.868
0.96,0.852,0.964,0.852
0.96,0.832,0.968,0.824
0.94,0.836,0.948,0.82
0.988,0.892,0.972,0.896
0.98,0.88,0.992,0.912
0.976,0.896,0.976,0.868
0.948,0.888,0.964,0.872
0.98,0.904,0.98,0.908
0.968,0.928,0.98,0.92
0.984,0.9,0.984,0.924
0.98,0.892,0.976,0.892
0.992,0.892,0.984,0.876
0.98,0.928,0.988,0.916
0.968,0.872,0.96,0.88
0.98,0.924,0.972,0.896
0.98,0.848,0.98,0.88
0.98,0.928,0.98,0.924
0.996,0.92,0.996,0.928
0.98,0.868,0.984,0.856
0.976,0.932,0.984,0.944
0.976,0.924,0.988,0.892
0.996,0.94,0.992,0.932
0.988,0.932,0.984,0.92
0.976,0.94,0.984,0.92
0.988,0.936,0.988,0.944
0.988,0.94,0.988,0.94
0.98,0.924,0.98,0.936
0.976,0.94,0.992,0.916
0.976,0.924,0.992,0.924
0.996,0.94,0.988,0.944
0.988,0.924,0.976,0.916
0.976,0.96,0.996,0.944
0.984,0.932,0.972,0.936
0.984,0.936,0.992,0.932
0.996,0.96,0.996,0.952
0.984,0.948,0.992,0.952
0.984,0.952,0.992,0.944
0.992,0.952,0.992,0.956
0.996,0.948,0.996,0.944
0.984,0.96,0.988,0.948
0.96674,0.94224,0.96664,0.94198
