0,0,0,0,0
0.952,0.952,0.952,0.952,0.952
0.964,0.964,0.964,0.964,0.964
0.972,0.972,0.972,0.972,0.972
0.976,0.976,0.976,0.976,0.976
0.948,0.948,0.948,0.948,0.948
0.984,0.984,0.984,0.984,0.984
0.964,0.964,0.964,0.964,0.964
0.968,0.968,0.988,0.98,0.98
0.964,0.964,0.972,0.968,0.968
0.972,0.972,0.976,0.976,0.976
0.988,0.988,0.98,0.98,0.98
0.956,0.956,0.956,0.956,0.956
0.968,0.968,0.968,0.964,0.964
0.952,0.952,0.964,0.964,0.964
0.96,0.96,0.968,0.964,0.964
0.98,0.98,0.98,0.98,0.98
0.976,0.976,0.964,0.964,0.964
0.98,0.98,0.976,0.976,0.976
0.972,0.972,0.968,0.968,0.968
0.7,0.692,0.7,0.7,0.904
0.964,0.96,0.964,0.964,0.964
0.96,0.952,0.952,0.956,0.956
0.976,0.984,0.98,0.98,0.98
0.624,0.624,0.624,0.956,0.912
0.704,0.704,0.948,0.948,0.94
0.984,0.984,0.984,0.984,0.984
0.956,0.956,0.956,0.956,0.956
0.972,0.972,0.972,0.972,0.972
0.952,0.952,0.952,0.952,0.952
0.968,0.968,0.968,0.968,0.968
0.96,0.96,0.96,0.96,0.96
0.896,0.904,0.908,0.948,0.948
0.948,0.988,0.952,0.98,0.98
0.92,0.948,0.932,0.948,0.948
0.976,0.976,0.976,0.976,0.976
0.988,0.988,0.988,0.988,0.988
0.956,0.956,0.956,0.956,0.964
0.972,0.972,0.972,0.972,0.972
0.972,0.972,0.968,0.964,0.972
0.98,0.98,0.98,0.98,0.98
0.98,0.98,0.98,0.98,0.98
0.972,0.972,0.968,0.968,0.968
0.98,0.98,0.984,0.984,0.984
0.968,0.968,0.968,0.968,0.968
0.98,0.98,0.976,0.976,0.976
0.984,0.984,0.976,0.976,0.976
0.976,0.976,0.976,0.976,0.976
0.964,0.964,0.964,0.964,0.964
0.984,0.984,0.984,0.984,0.984
0.992,0.992,0.992,0.992,0.992
0.924,0.924,0.924,0.924,0.924
0.94,0.94,0.94,0.94,0.94
0.936,0.936,0.936,0.936,0.936
0.956,0.956,0.956,0.956,0.956
0.936,0.936,0.936,0.936,0.936
0.964,0.964,0.964,0.964,0.964
0.96,0.96,0.96,0.96,0.96
0.968,0.968,0.968,0.968,0.968
0.944,0.944,0.944,0.944,0.944
0.976,0.976,0.976,0.976,0.976
0.948,0.948,0.948,0.948,0.948
0.976,0.976,0.976,0.976,0.976
0.936,0.936,0.936,0.936,0.936
0.96,0.96,0.96,0.96,0.96
0.944,0.944,0.944,0.944,0.944
0.956,0.956,0.956,0.956,0.956
0.956,0.956,0.956,0.956,0.956
0.972,0.972,0.972,0.972,0.972
0.972,0.972,0.972,0.972,0.972
0.964,0.964,0.964,0.964,0.964
0.964,0.964,0.964,0.964,0.96
0.968,0.968,0.968,0.968,0.968
0.972,0.972,0.972,0.972,0.972
0.964,0.964,0.972,0.968,0.964
0.908,0.908,0.908,0.908,0.908
0.976,0.976,0.996,0.996,0.996
0.984,0.984,0.988,0.988,0.988
0.968,0.968,0.988,0.988,0.988
0.972,0.972,0.972,0.972,0.972
0.932,0.932,0.932,0.932,0.932
0.96,0.96,0.96,0.96,0.96
0.956,0.956,0.956,0.956,0.956
0.972,0.972,0.972,0.972,0.972
0.956,0.956,0.956,0.956,0.956
0.968,0.968,0.968,0.968,0.968
0.976,0.976,0.976,0.976,0.976
